timestamp,machine_id,temperature_c,vibration_mm_s,rpm,pressure_psi,flow_rate_l_min,material_hardness,power_draw_kw,phase_imbalance_pct,sensor_drift_factor,variation_score,wear_and_tear_index,production_quantity,defect_rate_pct,days_until_failure,status
2023-02-11 13:00:00,M-101,63.34,5.17,1528,122.2,49.91,200.2,46.2,0.82,0.0131,0.03,35.48,973,5.85,113,Normal
2023-02-11 14:00:00,M-105,65.14,4.89,1510,117.38,47.72,198.93,45.47,1.03,0.0162,0.01,21.73,1007,3.84,148,Normal
2023-02-11 15:00:00,M-102,64.83,5.98,1475,122.72,50.89,194.56,45.25,0.59,0.0062,0.2,36.22,998,5.82,71,Normal
2023-02-11 16:00:00,M-104,68.35,4.81,1504,118.28,49.64,192.37,44.81,0.94,0.0115,0.34,15.9,947,2.55,71,Normal
2023-02-11 17:00:00,M-104,65.66,5.55,1486,118.81,50.03,197.01,44.78,1.32,0.0049,0.18,16.23,932,2.49,98,Normal
2023-02-11 18:00:00,M-102,64.23,4.75,1496,120.56,48.29,205.19,45.63,0.75,-0.0013,0.0,27.79,980,3.2,144,Normal
2023-02-11 19:00:00,M-105,84.57,31.56,1333,144.74,32.72,186.16,70.89,10.46,0.0656,7.27,100.0,136,29.26,0,Failure
2023-02-11 20:00:00,M-102,66.15,4.5,1507,120.62,50.13,196.94,44.5,1.01,0.0222,0.11,17.46,992,3.27,113,Normal
2023-02-11 21:00:00,M-104,62.3,6.14,1498,117.49,49.15,195.28,44.07,1.11,0.0143,0.23,43.42,1006,6.62,59,Normal
2023-02-11 22:00:00,M-102,66.97,5.79,1507,120.92,52.02,200.22,45.58,0.71,0.0059,0.36,28.57,933,3.73,59,Normal
2023-02-11 23:00:00,M-103,67.93,3.09,1499,120.71,48.69,197.23,45.48,1.06,0.0077,0.29,35.82,969,5.91,59,Normal
2023-02-12 00:00:00,M-101,70.19,9.03,1425,130.23,45.23,202.35,56.16,0.29,0.0553,1.32,59.25,812,11.44,12,Warning
2023-02-12 01:00:00,M-101,64.25,4.2,1491,122.32,49.56,210.66,45.67,0.47,0.0144,0.0,22.04,998,2.61,155,Normal
2023-02-12 02:00:00,M-102,66.29,5.72,1500,121.78,52.55,208.56,44.48,0.71,0.008,0.27,38.99,948,6.75,58,Normal
2023-02-12 03:00:00,M-101,75.83,9.15,1447,119.05,42.77,177.38,60.99,1.43,0.1017,1.91,46.51,780,10.54,12,Warning
2023-02-12 04:00:00,M-102,63.71,5.85,1500,118.96,50.62,196.36,45.64,1.04,0.007,0.17,36.55,990,6.51,75,Normal
2023-02-12 05:00:00,M-102,79.65,12.81,1486,140.92,43.37,182.8,53.28,1.65,0.0618,3.03,77.97,604,18.38,3,Warning
2023-02-12 06:00:00,M-101,83.69,10.32,1386,136.44,36.63,168.48,69.51,8.62,0.2336,2.93,100.0,653,17.26,0,Failure
2023-02-12 07:00:00,M-104,66.18,5.52,1508,117.82,51.2,201.05,45.15,1.11,0.0036,0.22,24.77,942,4.1,79,Normal
2023-02-12 08:00:00,M-102,72.58,12.66,1470,130.81,46.04,187.3,56.49,4.48,0.0641,2.29,45.87,741,11.34,10,Warning
2023-02-12 09:00:00,M-103,76.39,18.11,1472,126.51,44.94,191.05,57.0,3.24,0.0879,3.76,68.71,544,16.96,3,Warning
2023-02-12 10:00:00,M-101,63.39,6.56,1507,121.04,51.24,189.9,45.59,0.74,0.01,0.31,34.0,956,5.62,58,Normal
2023-02-12 11:00:00,M-105,66.44,5.52,1514,119.67,50.7,203.59,44.66,0.98,0.0099,0.25,32.46,945,5.17,67,Normal
2023-02-12 12:00:00,M-103,64.72,7.02,1501,119.35,50.49,203.82,44.54,1.1,0.0084,0.4,16.46,965,2.68,63,Normal
2023-02-12 13:00:00,M-105,66.38,4.78,1483,118.91,50.85,190.42,43.97,1.03,0.017,0.14,16.66,1003,3.53,107,Normal
2023-02-12 14:00:00,M-102,73.47,13.3,1448,130.37,42.27,197.92,51.53,1.89,0.0573,2.51,74.1,731,16.68,4,Warning
2023-02-12 15:00:00,M-104,62.79,4.37,1504,119.14,47.51,193.14,43.89,0.79,0.0134,0.0,26.96,1006,4.12,146,Normal
2023-02-12 16:00:00,M-101,63.68,5.17,1495,121.41,50.24,200.28,46.56,1.13,0.0065,0.03,34.44,994,5.26,115,Normal
2023-02-12 17:00:00,M-104,62.54,4.0,1522,119.16,47.92,197.0,43.17,1.18,0.0002,0.0,24.31,971,3.65,151,Normal
2023-02-12 18:00:00,M-102,66.03,6.92,1504,119.15,48.57,195.46,45.45,1.21,0.0113,0.49,39.53,957,7.18,41,Normal
2023-02-12 19:00:00,M-103,67.66,5.02,1492,120.4,49.64,203.02,45.06,1.08,0.004,0.27,35.71,977,5.25,61,Normal
2023-02-12 20:00:00,M-105,66.67,5.59,1512,117.83,48.61,199.97,42.84,1.25,0.0161,0.28,26.49,957,4.03,68,Normal
2023-02-12 21:00:00,M-102,67.84,5.18,1504,120.91,50.59,197.94,42.67,0.88,0.0056,0.32,36.54,967,6.23,55,Normal
2023-02-12 22:00:00,M-104,71.56,11.78,1445,127.24,51.91,183.9,58.01,2.61,0.0283,2.01,64.11,760,13.76,7,Warning
2023-02-12 23:00:00,M-105,68.68,4.12,1500,121.34,50.25,198.76,44.57,0.94,0.0127,0.37,33.41,965,6.79,53,Normal
2023-02-13 00:00:00,M-104,61.63,4.29,1508,122.35,48.73,203.57,43.05,0.98,0.0156,0.0,37.56,988,5.66,124,Normal
2023-02-13 01:00:00,M-102,89.48,25.26,1269,139.44,30.72,171.33,62.1,5.22,0.1271,6.5,100.0,241,27.93,0,Failure
2023-02-13 02:00:00,M-104,64.57,5.27,1502,117.59,52.06,197.65,45.66,1.15,0.0093,0.05,17.0,1005,2.17,136,Normal
2023-02-13 03:00:00,M-102,65.26,4.07,1493,118.2,49.76,200.36,44.79,1.31,0.0141,0.03,19.12,981,3.08,146,Normal
2023-02-13 04:00:00,M-104,63.44,5.64,1502,119.85,51.3,202.02,44.16,0.86,0.0134,0.13,32.36,1005,6.15,89,Normal
2023-02-13 05:00:00,M-103,93.56,17.49,1346,152.04,33.26,176.82,60.61,3.19,0.0643,5.35,100.0,365,25.92,0,Failure
2023-02-13 06:00:00,M-103,61.04,4.59,1509,120.55,48.8,187.85,44.63,0.99,0.0056,0.0,35.03,1002,5.13,129,Normal
2023-02-13 07:00:00,M-105,68.24,5.91,1498,118.02,49.16,197.59,45.51,1.15,0.0064,0.51,25.15,955,4.33,49,Normal
2023-02-13 08:00:00,M-103,65.42,4.95,1493,117.29,49.35,198.35,42.63,0.96,0.0146,0.04,26.95,1006,4.17,125,Normal
2023-02-13 09:00:00,M-101,64.27,5.15,1494,118.0,50.61,197.08,45.94,1.16,0.0108,0.03,10.73,1015,1.4,159,Normal
2023-02-13 10:00:00,M-104,66.48,5.67,1502,119.61,50.54,195.24,44.16,1.01,0.0109,0.28,39.8,929,6.97,56,Normal
2023-02-13 11:00:00,M-104,67.95,3.09,1499,119.54,49.04,190.41,43.41,1.02,0.0073,0.29,42.72,948,7.04,52,Normal
2023-02-13 12:00:00,M-103,67.67,4.22,1493,119.68,51.78,199.17,43.67,0.9,0.0138,0.27,41.69,981,6.85,56,Normal
2023-02-13 13:00:00,M-103,60.28,3.67,1492,118.45,51.21,190.43,43.57,1.09,0.0112,0.0,33.38,993,6.03,133,Normal
2023-02-13 14:00:00,M-102,63.92,5.17,1512,119.66,49.05,192.3,43.78,1.17,0.0084,0.03,27.07,983,4.36,128,Normal
2023-02-13 15:00:00,M-102,62.75,5.94,1521,118.61,48.65,199.1,44.73,1.13,0.0112,0.19,42.73,971,6.83,65,Normal
2023-02-13 16:00:00,M-104,65.59,4.35,1493,117.12,49.15,209.81,44.21,0.76,0.0116,0.06,34.84,990,4.64,105,Normal
2023-02-13 17:00:00,M-105,64.61,4.59,1503,118.87,48.78,199.92,43.94,1.1,0.0017,0.0,13.36,956,1.2,173,Normal
2023-02-13 18:00:00,M-105,76.03,11.13,1441,132.11,49.58,196.14,59.44,1.95,0.0563,2.33,46.9,723,11.85,10,Warning
2023-02-13 19:00:00,M-105,76.55,9.58,1454,125.3,41.84,177.06,56.22,3.16,0.0439,2.07,44.91,742,9.97,11,Warning
2023-02-13 20:00:00,M-102,65.59,6.35,1499,121.87,50.7,200.62,43.91,0.71,0.0105,0.33,36.6,949,5.88,54,Normal
2023-02-13 21:00:00,M-105,76.69,8.16,1443,125.23,46.36,188.49,55.85,3.77,0.0408,1.8,51.86,775,11.36,11,Warning
2023-02-13 22:00:00,M-101,61.95,5.55,1492,120.24,49.65,204.19,44.84,0.99,0.0124,0.11,25.44,1028,3.04,103,Normal
2023-02-13 23:00:00,M-105,65.06,5.56,1492,121.28,48.99,200.86,42.82,1.23,0.01,0.12,23.71,953,4.11,103,Normal
2023-02-14 00:00:00,M-101,77.81,12.97,1416,126.33,42.42,184.2,54.03,2.73,0.037,2.88,81.13,639,18.3,3,Warning
2023-02-14 01:00:00,M-101,66.34,3.47,1494,122.5,50.29,201.67,45.24,0.95,0.0098,0.13,23.06,975,4.16,100,Normal
2023-02-14 02:00:00,M-105,74.65,11.3,1437,129.58,41.69,186.52,56.6,2.65,0.0166,2.23,61.06,723,13.39,7,Warning
2023-02-14 03:00:00,M-102,63.72,3.44,1502,119.81,52.02,198.33,44.22,0.83,0.0077,0.0,24.53,1011,4.03,150,Normal
2023-02-14 04:00:00,M-102,63.6,5.06,1514,120.54,48.39,202.53,43.84,1.28,0.0059,0.01,21.62,1057,3.57,149,Normal
2023-02-14 05:00:00,M-105,65.7,6.91,1501,119.79,51.16,198.13,45.39,1.09,0.0051,0.45,26.7,953,6.0,52,Normal
2023-02-14 06:00:00,M-102,65.44,6.67,1484,123.11,50.08,202.44,46.68,1.11,0.012,0.38,15.79,959,3.05,67,Normal
2023-02-14 07:00:00,M-104,61.96,5.04,1492,119.05,49.88,194.7,43.39,1.06,0.0101,0.01,31.0,998,4.92,134,Normal
2023-02-14 08:00:00,M-105,64.71,4.03,1500,122.77,51.04,204.27,45.55,0.93,0.0027,0.0,35.96,995,6.15,128,Normal
2023-02-14 09:00:00,M-101,64.0,2.83,1508,120.7,51.28,195.59,44.75,0.93,0.0147,0.0,14.55,1013,2.29,170,Normal
2023-02-14 10:00:00,M-105,68.02,5.38,1501,123.23,51.34,203.26,45.47,1.12,0.008,0.38,26.55,953,4.67,58,Normal
2023-02-14 11:00:00,M-105,64.87,4.51,1502,119.81,49.82,202.45,45.08,0.89,0.0062,0.0,17.44,1001,2.24,165,Normal
2023-02-14 12:00:00,M-104,66.3,5.49,1510,120.4,50.48,200.78,45.69,0.68,0.0055,0.23,39.81,1004,6.43,62,Normal
2023-02-14 13:00:00,M-103,65.81,4.39,1476,120.79,50.96,200.28,44.4,0.93,-0.0001,0.08,18.11,983,2.32,123,Normal
2023-02-14 14:00:00,M-104,64.63,5.51,1489,118.46,50.51,204.69,44.38,0.73,0.0264,0.1,38.18,1003,6.31,88,Normal
2023-02-14 15:00:00,M-101,64.55,6.6,1496,114.73,49.11,202.51,45.16,0.98,0.0051,0.32,43.75,961,7.2,49,Normal
2023-02-14 16:00:00,M-105,63.08,4.95,1506,121.99,50.81,198.47,45.05,1.08,0.0012,0.0,27.54,1011,3.23,144,Normal
2023-02-14 17:00:00,M-104,63.9,4.95,1499,120.39,48.61,208.04,46.51,0.74,0.0007,0.0,39.63,998,6.58,120,Normal
2023-02-14 18:00:00,M-101,68.95,4.2,1501,119.14,48.57,210.96,43.82,1.04,0.0013,0.39,20.14,944,3.24,61,Normal
2023-02-14 19:00:00,M-101,79.49,12.8,1469,134.06,50.97,204.54,55.97,3.16,0.0394,3.01,78.23,653,18.11,3,Warning
2023-02-14 20:00:00,M-101,84.23,23.59,1245,155.15,21.09,168.69,75.7,4.27,0.17,5.64,100.0,309,26.47,0,Failure
2023-02-14 21:00:00,M-104,65.63,3.6,1488,118.77,50.02,198.32,45.31,1.2,0.005,0.06,38.9,973,6.03,97,Normal
2023-02-14 22:00:00,M-104,68.37,4.66,1525,120.05,49.04,196.83,42.74,1.32,0.018,0.34,35.76,939,5.97,54,Normal
2023-02-14 23:00:00,M-102,64.28,4.14,1498,119.05,51.71,193.82,45.39,1.35,0.0139,0.0,32.04,977,4.03,135,Normal
2023-02-15 00:00:00,M-104,65.39,5.64,1494,120.96,50.16,192.66,45.46,0.78,0.0147,0.17,36.75,966,5.19,75,Normal
2023-02-15 01:00:00,M-104,64.7,4.61,1501,121.06,49.49,197.62,45.68,0.77,0.0063,0.0,29.68,1000,4.9,140,Normal
2023-02-15 02:00:00,M-104,68.63,3.83,1484,117.76,51.19,208.78,44.22,0.91,0.0042,0.36,34.3,920,5.51,53,Normal
2023-02-15 03:00:00,M-105,63.78,2.2,1500,118.18,50.81,204.71,45.23,1.05,0.0108,0.0,10.19,985,1.22,179,Normal
2023-02-15 04:00:00,M-103,65.65,5.15,1504,117.74,50.2,200.57,45.23,1.01,0.0036,0.1,27.74,962,4.81,104,Normal
2023-02-15 05:00:00,M-105,66.67,4.22,1512,115.57,50.35,200.2,44.69,1.0,0.0129,0.17,37.81,943,6.51,74,Normal
2023-02-15 06:00:00,M-102,62.34,4.23,1496,121.99,49.96,199.07,43.75,1.16,0.0067,0.0,27.64,997,3.9,144,Normal
2023-02-15 07:00:00,M-102,80.94,9.53,1445,127.71,43.81,212.17,49.8,3.64,0.0985,2.5,53.66,721,13.07,8,Warning
2023-02-15 08:00:00,M-101,85.49,20.7,1258,136.32,29.32,176.08,67.4,1.84,0.1722,5.19,100.0,376,23.81,0,Failure
2023-02-15 09:00:00,M-104,66.16,4.68,1513,122.06,49.87,198.74,45.38,1.0,0.0029,0.12,31.3,980,5.26,93,Normal
2023-02-15 10:00:00,M-105,66.93,5.72,1479,122.65,50.09,201.96,44.14,1.26,0.0041,0.34,22.41,976,4.13,66,Normal
2023-02-15 11:00:00,M-104,82.3,8.58,1477,123.99,51.35,177.23,57.22,3.88,0.0624,2.45,66.53,688,14.34,6,Warning
2023-02-15 12:00:00,M-102,67.18,6.04,1490,123.2,48.54,196.88,45.48,0.83,0.0113,0.43,43.61,953,7.95,41,Normal
2023-02-15 13:00:00,M-102,64.41,4.18,1508,119.44,50.11,198.34,45.34,0.8,0.0136,0.0,15.08,999,1.88,169,Normal
2023-02-15 14:00:00,M-101,63.19,5.79,1508,116.19,49.17,192.7,44.54,1.09,0.0088,0.16,25.1,969,3.0,91,Normal
2023-02-15 15:00:00,M-104,66.45,3.03,1488,120.57,50.09,201.62,45.01,0.93,0.0043,0.15,25.16,969,3.92,94,Normal
2023-02-15 16:00:00,M-101,63.37,4.65,1506,119.31,51.08,195.01,43.75,1.39,0.0067,0.0,27.76,973,3.58,144,Normal
2023-02-15 17:00:00,M-101,63.77,7.04,1490,122.17,49.97,194.27,47.8,1.04,0.0119,0.41,32.49,961,5.92,51,Normal
2023-02-15 18:00:00,M-101,69.14,5.85,1518,118.74,50.7,206.69,44.1,0.9,0.0187,0.58,37.78,910,7.57,37,Normal
2023-02-15 19:00:00,M-101,61.95,6.57,1496,124.1,50.62,201.26,45.01,1.0,0.0066,0.31,43.63,940,6.99,49,Normal
2023-02-15 20:00:00,M-101,64.69,5.42,1505,124.34,50.46,205.75,45.07,1.34,0.022,0.08,41.15,1000,5.82,88,Normal
2023-02-15 21:00:00,M-102,62.61,4.54,1502,123.84,50.05,210.0,45.52,0.91,0.0157,0.0,18.13,995,2.84,163,Normal
2023-02-15 22:00:00,M-101,64.75,4.58,1512,119.05,49.2,209.71,44.55,1.03,0.0123,0.0,29.24,977,4.14,141,Normal
2023-02-15 23:00:00,M-103,67.78,5.94,1511,124.33,51.1,189.32,45.32,0.69,0.0108,0.47,27.07,945,4.7,50,Normal
2023-02-16 00:00:00,M-105,63.91,4.01,1512,120.66,50.87,199.17,47.68,0.88,0.0187,0.0,27.0,998,3.7,146,Normal
2023-02-16 01:00:00,M-105,64.11,4.75,1524,119.57,49.18,206.5,45.06,0.96,0.0069,0.0,18.7,1009,3.34,162,Normal
2023-02-16 02:00:00,M-103,64.95,6.22,1504,120.0,49.85,202.41,44.59,0.83,0.013,0.24,39.79,967,7.86,61,Normal
2023-02-16 03:00:00,M-102,87.46,15.81,1332,148.13,29.75,174.33,72.65,9.05,0.0612,4.41,100.0,483,22.84,0,Failure
2023-02-16 04:00:00,M-105,61.91,6.15,1499,119.27,50.19,203.16,44.1,0.84,0.0132,0.23,29.8,938,5.84,73,Normal
2023-02-16 05:00:00,M-103,64.86,6.06,1493,121.02,49.42,206.28,46.12,1.42,0.0089,0.21,15.45,1006,2.99,91,Normal
2023-02-16 06:00:00,M-105,73.27,19.32,1424,135.9,47.57,189.89,52.4,2.23,0.0396,3.69,74.8,521,19.31,3,Warning
2023-02-16 07:00:00,M-102,62.04,5.79,1508,124.91,51.04,204.77,45.37,1.0,0.0143,0.16,28.5,1006,4.68,87,Normal
2023-02-16 08:00:00,M-104,66.83,5.04,1501,116.99,49.44,202.59,45.44,1.24,0.0094,0.19,33.32,949,4.86,75,Normal
2023-02-16 09:00:00,M-101,94.58,22.23,1347,139.17,35.05,191.01,70.65,7.29,0.0756,6.4,100.0,247,27.41,0,Failure
2023-02-16 10:00:00,M-104,67.62,5.86,1478,121.84,50.71,201.28,43.27,0.84,0.0042,0.43,18.73,907,1.65,59,Normal
2023-02-16 11:00:00,M-103,62.77,3.22,1511,121.86,50.28,200.5,45.54,0.8,0.0163,0.0,31.0,1001,5.11,138,Normal
2023-02-16 12:00:00,M-104,65.96,5.54,1506,119.83,49.68,200.83,46.16,1.23,0.0088,0.2,30.6,990,5.02,76,Normal
2023-02-16 13:00:00,M-104,63.55,4.48,1505,117.13,50.13,200.15,43.95,1.03,0.0062,0.0,10.87,1043,2.23,178,Normal
2023-02-16 14:00:00,M-105,67.37,5.26,1493,120.8,51.71,204.58,45.55,1.15,0.0172,0.29,38.51,986,5.72,57,Normal
2023-02-16 15:00:00,M-102,67.37,5.82,1497,120.06,50.07,197.81,43.25,0.78,0.0055,0.4,35.02,912,5.5,49,Normal
2023-02-16 16:00:00,M-102,72.65,14.72,1469,124.46,47.05,192.32,62.0,3.4,0.0472,2.71,57.46,657,14.05,7,Warning
2023-02-16 17:00:00,M-101,61.63,5.59,1507,122.02,52.33,202.08,44.94,0.68,0.012,0.12,27.46,996,3.68,98,Normal
2023-02-16 18:00:00,M-104,67.01,6.27,1498,118.8,49.22,197.56,42.95,0.86,0.0072,0.45,43.73,942,7.7,39,Normal
2023-02-16 19:00:00,M-102,65.34,2.06,1492,120.59,49.89,202.56,46.02,1.1,0.0064,0.03,38.25,985,6.62,108,Normal
2023-02-16 20:00:00,M-103,63.96,4.25,1484,121.98,49.83,193.77,44.17,0.83,0.0102,0.0,31.88,1021,4.73,136,Normal
2023-02-16 21:00:00,M-101,73.59,7.92,1447,131.79,44.65,191.85,52.99,1.76,0.0479,1.44,59.0,831,11.65,12,Warning
2023-02-16 22:00:00,M-103,67.76,5.56,1508,122.45,50.53,204.64,43.42,1.04,0.0091,0.39,24.66,987,4.79,59,Normal
2023-02-16 23:00:00,M-102,66.92,3.75,1507,122.27,50.61,202.08,44.87,0.91,0.0139,0.19,41.89,988,6.5,65,Normal
2023-02-17 00:00:00,M-104,64.9,4.23,1491,120.21,48.49,194.96,47.05,1.09,0.0063,0.0,34.39,1008,5.52,131,Normal
2023-02-17 01:00:00,M-105,65.66,5.95,1498,119.64,51.08,203.17,44.83,1.07,0.0109,0.26,17.32,978,3.74,81,Normal
2023-02-17 02:00:00,M-101,63.75,4.72,1510,121.82,49.0,194.71,44.59,0.99,0.0067,0.0,35.61,1020,5.63,128,Normal
2023-02-17 03:00:00,M-105,67.17,5.19,1479,116.07,49.33,199.72,46.2,1.06,0.0231,0.25,35.38,939,5.88,64,Normal
2023-02-17 04:00:00,M-105,65.29,4.19,1508,120.28,48.88,200.41,44.15,1.03,0.0057,0.03,24.51,997,3.81,135,Normal
2023-02-17 05:00:00,M-102,76.22,14.11,1459,138.17,51.58,186.76,57.91,5.11,0.0699,2.94,61.27,660,14.17,6,Warning
2023-02-17 06:00:00,M-103,64.3,4.0,1503,120.4,52.11,196.88,46.44,1.07,0.0067,0.0,25.88,1015,3.95,148,Normal
2023-02-17 07:00:00,M-101,65.11,5.77,1495,120.08,50.07,196.44,43.85,1.08,0.015,0.16,35.06,967,5.48,78,Normal
2023-02-17 08:00:00,M-102,87.15,23.18,1338,149.3,38.59,190.26,74.42,6.68,0.0939,5.85,100.0,331,26.89,0,Failure
2023-02-17 09:00:00,M-101,61.39,4.1,1492,117.44,50.11,199.63,46.42,0.78,0.0112,0.0,34.25,982,4.28,131,Normal
2023-02-17 10:00:00,M-104,72.1,14.12,1408,133.13,50.34,194.53,56.91,3.87,0.0842,2.53,73.49,720,16.69,4,Warning
2023-02-17 11:00:00,M-105,66.75,4.37,1486,120.04,48.82,200.42,44.99,1.26,0.0125,0.17,31.08,998,4.77,81,Normal
2023-02-17 12:00:00,M-104,70.67,15.12,1513,133.82,47.37,191.36,53.43,3.76,0.0199,2.59,48.97,680,12.24,8,Warning
2023-02-17 13:00:00,M-105,68.32,6.08,1492,118.84,52.14,194.9,44.28,0.91,0.0032,0.55,39.73,923,6.79,37,Normal
2023-02-17 14:00:00,M-103,63.79,2.91,1497,117.82,50.08,195.24,45.1,0.97,0.0184,0.0,22.56,1009,2.98,154,Normal
2023-02-17 15:00:00,M-105,64.52,6.76,1529,123.37,49.78,202.57,45.68,1.07,0.005,0.35,26.75,962,4.47,60,Normal
2023-02-17 16:00:00,M-103,61.86,6.23,1500,119.02,50.17,203.67,46.37,1.06,0.0055,0.25,31.18,971,5.91,69,Normal
2023-02-17 17:00:00,M-105,77.89,14.3,1472,124.37,46.94,201.08,53.56,1.07,0.0573,3.15,75.42,622,16.84,3,Warning
2023-02-17 18:00:00,M-104,65.72,3.78,1481,118.36,51.44,201.67,45.6,1.15,0.007,0.07,33.63,1019,5.61,102,Normal
2023-02-17 19:00:00,M-104,64.53,4.44,1491,116.19,50.54,198.63,42.27,1.02,0.0158,0.0,22.26,973,2.98,155,Normal
2023-02-17 20:00:00,M-103,81.71,12.32,1441,128.0,40.46,179.56,58.85,2.53,0.0504,3.14,75.75,582,18.02,3,Warning
2023-02-17 21:00:00,M-103,63.12,2.91,1518,118.81,50.72,200.79,45.99,1.19,0.0114,0.0,32.6,1007,5.5,134,Normal
2023-02-17 22:00:00,M-101,68.12,2.81,1504,118.97,51.76,207.73,45.03,1.31,0.0189,0.31,29.63,964,5.49,62,Normal
2023-02-17 23:00:00,M-102,65.46,3.34,1485,120.01,49.5,201.13,46.37,1.17,0.0065,0.05,29.0,1012,3.99,119,Normal
2023-02-18 00:00:00,M-101,66.82,6.09,1493,121.61,51.97,196.56,46.8,0.89,0.0057,0.4,39.42,957,7.17,46,Normal
2023-02-18 01:00:00,M-105,67.56,4.52,1492,116.96,49.26,203.34,44.4,1.19,0.0198,0.26,19.58,969,3.44,79,Normal
2023-02-18 02:00:00,M-104,62.65,5.63,1493,117.9,50.8,197.07,44.68,0.56,0.0147,0.13,18.52,1001,1.93,108,Normal
2023-02-18 03:00:00,M-102,65.03,5.59,1513,123.03,49.87,203.85,44.2,0.91,0.0168,0.12,30.97,984,4.97,93,Normal
2023-02-18 04:00:00,M-104,67.04,5.82,1506,122.23,49.91,190.66,44.93,0.8,0.0063,0.37,20.41,930,3.83,64,Normal
2023-02-18 05:00:00,M-102,66.65,5.79,1476,121.36,50.21,197.2,44.12,0.99,0.0112,0.32,44.74,968,7.26,48,Normal
2023-02-18 06:00:00,M-103,64.16,5.09,1499,118.32,51.68,192.56,45.72,0.98,0.0195,0.02,37.16,1004,5.4,117,Normal
2023-02-18 07:00:00,M-104,82.28,11.9,1307,147.4,34.76,172.15,63.97,6.41,0.1175,3.11,100.0,640,16.49,0,Failure
2023-02-18 08:00:00,M-104,64.67,4.37,1495,118.92,49.36,200.87,47.31,0.85,0.0084,0.0,39.57,998,6.56,120,Normal
2023-02-18 09:00:00,M-103,63.8,4.71,1479,116.82,48.87,199.83,44.89,1.07,0.0134,0.0,36.77,1005,4.97,126,Normal
2023-02-18 10:00:00,M-105,63.4,5.46,1495,121.49,51.48,186.97,45.11,0.65,0.0222,0.09,25.75,979,4.23,108,Normal
2023-02-18 11:00:00,M-105,83.99,22.92,1264,145.49,45.05,156.52,72.67,5.56,0.1416,5.48,100.0,381,26.23,0,Failure
2023-02-18 12:00:00,M-101,65.58,6.68,1499,121.51,52.05,206.53,46.15,0.94,0.0111,0.39,37.56,926,7.53,48,Normal
2023-02-18 13:00:00,M-101,75.54,9.88,1379,131.5,38.29,192.6,59.38,2.98,0.0538,2.03,55.27,774,12.68,9,Warning
2023-02-18 14:00:00,M-101,65.29,6.14,1490,119.59,51.48,196.62,44.85,1.05,0.0051,0.26,34.57,960,5.76,64,Normal
2023-02-18 15:00:00,M-104,65.75,5.97,1521,120.47,49.57,208.29,46.05,1.03,0.0112,0.27,17.29,968,3.21,79,Normal
2023-02-18 16:00:00,M-102,67.92,4.79,1501,119.51,47.69,200.1,45.3,0.9,0.0042,0.29,33.95,947,4.67,60,Normal
2023-02-18 17:00:00,M-102,66.73,3.66,1508,118.72,50.69,202.22,44.46,0.82,0.0129,0.17,32.34,965,5.75,79,Normal
2023-02-18 18:00:00,M-105,65.04,3.93,1499,119.55,49.95,196.0,43.51,0.58,0.0093,0.0,32.75,990,5.63,132,Normal
2023-02-18 19:00:00,M-101,63.28,3.89,1481,121.21,50.09,202.74,45.13,1.0,0.0114,0.0,26.67,1043,3.76,146,Normal
2023-02-18 20:00:00,M-105,78.61,12.97,1449,138.41,51.44,185.31,49.0,0.9,0.0764,2.96,62.69,644,14.25,5,Warning
2023-02-18 21:00:00,M-104,65.62,4.1,1512,120.79,48.48,197.92,45.45,0.94,0.0107,0.06,24.38,992,4.21,121,Normal
2023-02-18 22:00:00,M-105,63.27,5.35,1532,121.39,52.74,202.84,44.37,1.07,0.0189,0.07,31.52,1028,4.98,107,Normal
2023-02-18 23:00:00,M-101,63.55,5.06,1481,121.48,50.98,201.15,44.04,1.09,0.0139,0.01,18.81,983,3.31,155,Normal
2023-02-19 00:00:00,M-103,64.49,5.74,1501,118.71,50.26,198.35,45.88,1.07,0.0084,0.15,23.64,986,3.63,96,Normal
2023-02-19 01:00:00,M-103,67.86,5.63,1504,116.37,50.31,193.35,43.74,0.77,0.0061,0.41,25.4,967,4.75,56,Normal
2023-02-19 02:00:00,M-104,76.67,10.84,1455,130.54,44.33,188.31,61.71,3.81,0.0996,2.34,50.44,709,13.3,9,Warning
2023-02-19 03:00:00,M-102,64.45,6.83,1493,116.05,49.42,196.21,43.33,0.92,0.015,0.37,26.59,944,4.53,59,Normal
2023-02-19 04:00:00,M-101,63.22,6.03,1481,123.23,49.66,196.14,45.74,1.3,0.0156,0.21,23.57,985,3.36,83,Normal
2023-02-19 05:00:00,M-102,65.68,4.48,1514,121.16,50.88,197.31,45.82,1.16,0.0126,0.07,28.04,986,4.42,113,Normal
2023-02-19 06:00:00,M-105,64.37,4.95,1492,118.08,50.29,195.78,44.19,0.81,0.0096,0.0,21.76,1018,3.49,156,Normal
2023-02-19 07:00:00,M-103,65.5,4.95,1495,116.84,50.96,192.8,44.8,0.79,0.015,0.05,15.63,1005,2.27,140,Normal
2023-02-19 08:00:00,M-104,64.78,4.79,1490,120.54,52.26,197.48,44.57,1.11,0.0072,0.0,30.3,1013,4.06,139,Normal
2023-02-19 09:00:00,M-104,64.65,4.07,1507,119.05,48.92,193.95,45.7,0.49,0.0049,0.0,31.46,1028,4.55,137,Normal
